job_role,industry,education_level,location,company_type,company_size,years_experience,years_at_company,performance_rating,num_skills,certifications,projects_completed,promotions_received,overtime_hours_week,distance_from_work,monthly_hours,salary_lpa,increment_pct,promotion_prob
Fresher / Junior Dev,Manufacturing,Diploma,Pune,Government/PSU,Large (500-5000),2.8,2.8,3.6,3,0,15,0,4,5,179,10.99,11.0,0.4
Product Manager,Government/PSU,High School,Kolkata,Government/PSU,Small (<50),9.4,2.0,3.9,4,2,24,2,0,16,196,16.24,10.0,0.38
Cloud Architect,Media & Entertainment,Diploma,Hyderabad,MNC,Small (<50),3.6,1.6,2.9,6,1,10,1,7,32,164,30.11,7.2,0.36
Tech Lead,Government/PSU,Master's,Tier-2 City,Government/PSU,Large (500-5000),6.4,1.9,3.4,7,1,15,1,9,2,175,20.78,10.3,0.32
Data Scientist,Education,Master's,Chennai,MNC,Small (<50),2.0,0.3,3.6,5,2,5,0,9,5,146,24.44,12.2,0.42
Sales Executive,IT / Software,High School,Chennai,Mid-size,Large (500-5000),14.5,0.4,3.4,2,1,29,4,4,37,200,20.42,9.6,0.32
Software Engineer,Government/PSU,Diploma,Ahmedabad,Startup,Small (<50),2.3,0.9,3.4,9,1,7,0,4,6,184,14.26,9.6,0.41
Data Scientist,E-Commerce,PhD,Hyderabad,MNC,Enterprise (5000+),11.0,4.8,3.2,2,4,20,3,5,54,207,58.06,11.3,0.36
ML Engineer,Government/PSU,Bachelor's,Chennai,MNC,Small (<50),1.5,1.5,3.0,7,1,13,0,3,9,151,19.29,10.5,0.23
Senior Software Engineer,Healthcare,High School,Kolkata,Startup,Large (500-5000),1.2,1.2,3.5,7,0,11,1,8,12,196,23.17,10.0,0.59
Fresher / Junior Dev,Healthcare,Bachelor's,Remote,Startup,Mid (50-500),15.6,1.6,2.4,2,3,29,3,0,32,173,17.72,8.2,0.16
Sales Executive,Government/PSU,Bachelor's,Mumbai,Government/PSU,Large (500-5000),1.4,0.2,1.4,1,4,8,1,9,32,161,11.73,3.4,0.27
Cloud Architect,Finance & Banking,MBA,Kolkata,Indian Large Corp,Small (<50),4.8,1.1,4.0,5,1,15,2,3,9,179,28.63,13.8,0.47
Product Manager,E-Commerce,High School,Remote,MNC,Mid (50-500),9.2,0.6,4.2,2,0,26,4,8,13,197,40.2,13.0,0.37
Business Analyst,Healthcare,Master's,Ahmedabad,Indian Large Corp,Large (500-5000),3.0,3.0,3.3,2,1,7,1,0,7,199,19.18,11.9,0.33
Data Scientist,E-Commerce,High School,Remote,Government/PSU,Small (<50),15.6,0.6,3.6,7,0,29,3,5,4,172,20.51,9.2,0.46
Business Analyst,Finance & Banking,PhD,Bangalore,Indian Large Corp,Enterprise (5000+),12.0,4.1,2.8,8,1,23,3,3,11,161,37.08,7.6,0.45
ML Engineer,Government/PSU,Diploma,Bangalore,Mid-size,Small (<50),3.8,1.5,3.4,7,0,8,2,6,12,159,18.32,8.5,0.46
Cybersecurity Analyst,Manufacturing,Master's,Tier-2 City,Indian Large Corp,Large (500-5000),6.0,4.0,1.5,6,0,21,1,12,0,188,19.44,4.5,0.18
Product Manager,Startup,Diploma,Delhi NCR,Mid-size,Large (500-5000),3.1,2.6,3.5,5,0,14,0,2,7,169,22.93,14.0,0.41
Cybersecurity Analyst,Manufacturing,Bachelor's,Ahmedabad,Startup,Mid (50-500),3.7,3.2,3.8,4,3,12,0,3,10,167,19.98,8.9,0.4
Data Analyst,Startup,Master's,Mumbai,Mid-size,Large (500-5000),0.1,0.1,2.9,5,1,11,1,11,13,167,20.65,8.2,0.47
Cloud Architect,IT / Software,MBA,Hyderabad,Startup,Large (500-5000),13.7,0.6,3.4,5,1,32,3,11,15,164,50.69,8.1,0.45
HR Manager,Manufacturing,Bachelor's,Delhi NCR,Indian Large Corp,Enterprise (5000+),3.6,3.6,3.5,4,3,17,0,12,28,169,26.92,11.2,0.31
Product Manager,Education,Bachelor's,Kolkata,Startup,Enterprise (5000+),0.3,0.1,3.0,6,1,7,0,2,24,185,21.48,9.8,0.39
ML Engineer,Education,Diploma,Ahmedabad,Startup,Small (<50),2.8,1.1,3.5,3,1,9,1,5,22,163,15.5,12.5,0.39
Fresher / Junior Dev,Government/PSU,Bachelor's,Remote,MNC,Large (500-5000),0.8,0.8,4.9,5,0,6,0,0,26,178,16.35,15.5,0.61
Cloud Architect,E-Commerce,Bachelor's,Delhi NCR,Mid-size,Mid (50-500),2.5,2.5,2.3,4,1,11,1,3,0,170,27.24,4.0,0.31
Senior Software Engineer,Startup,Bachelor's,Kolkata,Mid-size,Mid (50-500),3.0,3.0,2.8,5,2,11,0,0,16,154,20.08,8.9,0.31
Cloud Architect,Startup,Bachelor's,Ahmedabad,Government/PSU,Small (<50),2.3,1.7,3.8,7,0,15,1,3,10,165,15.45,11.1,0.52
Cybersecurity Analyst,Healthcare,Bachelor's,Ahmedabad,MNC,Enterprise (5000+),10.2,0.2,3.1,8,1,24,4,8,12,165,38.31,10.7,0.48
Senior Software Engineer,Healthcare,PhD,Pune,Government/PSU,Enterprise (5000+),5.6,1.8,3.5,6,1,15,1,10,6,175,28.27,12.2,0.5
HR Manager,Finance & Banking,High School,Kolkata,MNC,Small (<50),0.1,0.1,2.8,4,0,9,0,7,12,156,13.17,6.7,0.3
Cloud Architect,Consulting,Master's,Hyderabad,Government/PSU,Large (500-5000),0.7,0.7,3.3,3,2,9,0,6,1,176,24.99,10.8,0.24
Product Manager,Finance & Banking,High School,Chennai,Mid-size,Mid (50-500),0.4,0.1,3.3,4,1,7,0,11,5,185,17.99,10.9,0.34
Finance Analyst,Finance & Banking,High School,Chennai,MNC,Large (500-5000),4.0,0.3,4.3,5,0,12,2,4,1,189,27.4,14.4,0.51
Business Analyst,Government/PSU,PhD,Remote,MNC,Enterprise (5000+),3.3,3.3,3.5,4,2,13,1,4,29,178,28.1,9.3,0.34
Sales Executive,Media & Entertainment,High School,Tier-2 City,Indian Large Corp,Large (500-5000),1.4,1.4,2.2,3,0,9,0,1,9,150,7.37,4.9,0.16
Operations Manager,Consulting,PhD,Chennai,Government/PSU,Mid (50-500),0.4,0.4,3.5,3,3,12,2,5,16,185,17.89,8.0,0.69
UI/UX Designer,Consulting,Bachelor's,Pune,Government/PSU,Enterprise (5000+),1.2,1.2,3.3,4,1,5,0,2,31,136,18.59,10.8,0.23
Cloud Architect,Government/PSU,MBA,Remote,Government/PSU,Enterprise (5000+),1.8,0.1,3.5,5,0,7,1,10,21,165,20.01,8.2,0.45
Finance Analyst,Consulting,Diploma,Pune,Indian Large Corp,Small (<50),1.8,1.8,3.8,7,0,6,0,2,1,161,17.79,8.9,0.34
Marketing Manager,Education,Diploma,Tier-2 City,Indian Large Corp,Enterprise (5000+),4.5,1.2,3.1,7,1,15,1,2,7,189,14.78,8.7,0.5
DevOps Engineer,Media & Entertainment,Master's,Pune,Government/PSU,Enterprise (5000+),9.1,2.5,2.7,5,2,22,2,3,34,176,27.32,9.2,0.43
Operations Manager,IT / Software,Bachelor's,Ahmedabad,Government/PSU,Enterprise (5000+),1.3,1.3,3.1,5,0,8,0,1,7,192,17.41,7.3,0.3
Fresher / Junior Dev,Consulting,Diploma,Hyderabad,MNC,Small (<50),10.9,2.4,3.0,3,1,20,3,3,26,174,17.23,10.5,0.29
DevOps Engineer,IT / Software,MBA,Tier-2 City,Startup,Enterprise (5000+),0.4,0.4,3.8,8,0,8,1,4,55,172,26.67,13.4,0.68
Operations Manager,Startup,PhD,Pune,Mid-size,Small (<50),1.7,1.7,2.9,5,2,5,1,3,0,181,21.87,11.5,0.44
Data Scientist,Healthcare,MBA,Delhi NCR,Mid-size,Enterprise (5000+),0.5,0.0,4.7,7,3,8,1,6,19,159,34.88,12.9,0.7
Fresher / Junior Dev,Startup,High School,Remote,Government/PSU,Mid (50-500),2.4,2.4,4.1,5,1,8,1,8,46,180,10.3,5.5,0.36
QA Engineer,E-Commerce,Bachelor's,Hyderabad,Startup,Small (<50),10.9,1.6,2.8,2,2,25,3,11,4,152,23.11,9.3,0.25
Software Engineer,E-Commerce,High School,Remote,Mid-size,Enterprise (5000+),1.1,1.1,4.0,3,2,9,0,11,18,155,20.87,7.6,0.39
Business Analyst,Finance & Banking,Bachelor's,Tier-2 City,Startup,Large (500-5000),9.6,3.3,3.7,7,1,24,3,10,21,163,28.08,11.3,0.48
QA Engineer,Consulting,High School,Hyderabad,Indian Large Corp,Small (<50),1.3,1.3,2.7,4,0,3,0,2,9,199,10.8,9.2,0.31
Tech Lead,Healthcare,PhD,Kolkata,MNC,Mid (50-500),14.3,1.2,3.2,2,1,26,4,2,0,183,39.17,6.9,0.3
Software Engineer,Manufacturing,High School,Pune,Startup,Large (500-5000),23.7,0.2,3.5,2,1,44,6,11,29,187,36.69,11.5,0.32
Data Scientist,Government/PSU,MBA,Delhi NCR,Government/PSU,Large (500-5000),7.8,1.3,2.2,6,1,18,2,8,37,167,23.23,7.7,0.26
Data Analyst,IT / Software,PhD,Hyderabad,Startup,Enterprise (5000+),3.0,0.7,2.8,6,0,11,0,8,34,164,29.18,7.5,0.36
DevOps Engineer,IT / Software,MBA,Kolkata,Government/PSU,Mid (50-500),2.6,2.5,2.6,9,0,10,1,9,13,177,14.82,6.2,0.4
ML Engineer,Media & Entertainment,PhD,Remote,Mid-size,Small (<50),0.4,0.4,2.6,5,0,6,1,9,22,184,17.41,7.0,0.45
Data Analyst,Government/PSU,High School,Mumbai,Indian Large Corp,Small (<50),13.6,3.9,2.5,6,1,26,3,8,0,175,20.37,8.8,0.36
HR Manager,Government/PSU,PhD,Bangalore,Government/PSU,Enterprise (5000+),4.3,0.4,3.3,5,0,14,2,0,0,200,19.67,9.8,0.42
Data Scientist,Manufacturing,MBA,Kolkata,Startup,Small (<50),4.1,3.2,3.1,3,1,10,1,5,11,197,17.18,8.7,0.37
Sales Executive,Government/PSU,Master's,Hyderabad,Startup,Mid (50-500),5.8,1.4,2.9,4,3,15,2,6,7,227,15.12,7.3,0.36
Data Scientist,Startup,Master's,Delhi NCR,Startup,Large (500-5000),0.4,0.4,3.3,4,0,3,0,1,26,177,25.61,9.8,0.27
Engineering Manager,Government/PSU,Diploma,Pune,Startup,Small (<50),2.0,2.0,1.8,7,1,8,1,7,39,171,29.08,6.4,0.36
Data Analyst,IT / Software,High School,Kolkata,Government/PSU,Enterprise (5000+),3.8,2.5,4.5,5,2,14,1,7,6,161,16.47,11.1,0.45
Fresher / Junior Dev,IT / Software,Bachelor's,Bangalore,Government/PSU,Enterprise (5000+),5.2,4.5,3.2,5,1,18,1,5,13,178,17.94,7.3,0.34
Senior Software Engineer,Media & Entertainment,High School,Hyderabad,Indian Large Corp,Large (500-5000),11.1,1.9,3.6,5,1,31,3,4,33,182,35.94,12.0,0.43
Cybersecurity Analyst,Finance & Banking,Master's,Tier-2 City,MNC,Enterprise (5000+),2.6,0.7,4.5,7,1,14,1,6,44,158,35.22,11.7,0.49
Data Scientist,Media & Entertainment,High School,Chennai,Indian Large Corp,Enterprise (5000+),1.4,1.4,3.5,1,2,7,0,7,40,163,22.11,8.6,0.32
Senior Software Engineer,Government/PSU,High School,Bangalore,MNC,Small (<50),1.5,1.5,3.7,7,1,17,1,1,1,150,22.79,10.3,0.54
Software Engineer,E-Commerce,Diploma,Delhi NCR,MNC,Mid (50-500),10.9,2.9,2.5,6,0,23,2,10,14,171,28.4,8.4,0.33
Cybersecurity Analyst,Healthcare,MBA,Remote,MNC,Large (500-5000),7.1,1.6,4.6,7,0,21,2,0,4,189,34.79,13.1,0.5
Data Scientist,IT / Software,PhD,Mumbai,MNC,Small (<50),2.9,2.9,2.1,5,0,7,0,3,37,186,29.1,6.8,0.23
Cybersecurity Analyst,Healthcare,MBA,Pune,Government/PSU,Small (<50),2.9,0.0,3.1,4,2,7,1,7,6,181,18.93,8.2,0.33
Software Engineer,Government/PSU,Master's,Kolkata,Government/PSU,Enterprise (5000+),3.4,0.8,3.2,6,1,15,0,12,3,164,14.85,11.0,0.42
Data Analyst,Finance & Banking,High School,Pune,Government/PSU,Large (500-5000),0.5,0.5,3.6,1,0,12,0,6,35,161,11.25,11.5,0.22
Data Analyst,Education,High School,Hyderabad,Indian Large Corp,Mid (50-500),19.0,0.2,3.2,7,3,36,5,0,21,153,26.31,8.4,0.45
ML Engineer,Finance & Banking,Bachelor's,Remote,Startup,Large (500-5000),0.0,0.0,3.9,4,3,10,0,7,13,156,30.98,14.1,0.35
ML Engineer,Consulting,MBA,Tier-2 City,Startup,Small (<50),5.2,2.4,3.3,7,0,14,1,6,25,133,22.52,10.5,0.39
UI/UX Designer,E-Commerce,Master's,Mumbai,MNC,Enterprise (5000+),11.2,2.9,3.6,4,0,24,2,5,12,186,42.7,14.0,0.42
Software Engineer,Consulting,Diploma,Pune,Mid-size,Enterprise (5000+),0.2,0.2,2.9,4,1,7,1,12,27,172,18.52,7.9,0.49
DevOps Engineer,IT / Software,Bachelor's,Delhi NCR,Mid-size,Mid (50-500),6.8,0.2,3.3,6,1,18,1,6,20,182,24.7,10.7,0.35
Data Analyst,E-Commerce,MBA,Chennai,Mid-size,Small (<50),4.8,0.9,4.5,4,0,17,3,9,11,189,22.97,10.8,0.54
DevOps Engineer,Government/PSU,PhD,Chennai,Government/PSU,Large (500-5000),7.2,2.5,4.0,4,0,15,1,2,24,163,17.34,12.4,0.42
Software Engineer,Manufacturing,Diploma,Delhi NCR,Mid-size,Mid (50-500),3.8,2.5,3.2,7,1,9,1,10,11,177,16.58,10.7,0.43
UI/UX Designer,Healthcare,Diploma,Chennai,Indian Large Corp,Mid (50-500),12.7,7.7,2.9,3,0,26,3,3,18,172,20.24,10.8,0.29
Data Scientist,Government/PSU,PhD,Chennai,Mid-size,Enterprise (5000+),7.2,4.5,4.0,7,2,14,2,13,40,171,29.84,16.0,0.46
Fresher / Junior Dev,Healthcare,High School,Delhi NCR,MNC,Mid (50-500),22.0,0.0,3.5,6,1,36,5,8,3,175,22.05,12.9,0.46
Software Engineer,Finance & Banking,Master's,Hyderabad,Government/PSU,Mid (50-500),0.8,0.8,3.3,6,0,16,2,3,12,147,17.07,10.2,0.76
Software Engineer,Finance & Banking,Diploma,Tier-2 City,Startup,Enterprise (5000+),1.0,1.0,3.0,5,1,16,1,0,13,214,20.74,10.4,0.45
UI/UX Designer,Government/PSU,PhD,Pune,Mid-size,Mid (50-500),6.8,6.4,3.8,4,1,16,1,0,61,188,23.23,6.3,0.41
Product Manager,Government/PSU,MBA,Tier-2 City,MNC,Enterprise (5000+),5.4,0.2,3.8,4,1,18,1,10,0,139,25.68,11.3,0.52
Business Analyst,IT / Software,MBA,Bangalore,Mid-size,Enterprise (5000+),0.7,0.4,3.1,4,0,14,0,4,33,176,25.11,9.9,0.4
HR Manager,Startup,High School,Kolkata,Startup,Enterprise (5000+),1.5,0.4,3.0,3,0,9,1,4,57,173,13.84,9.2,0.47
QA Engineer,E-Commerce,Master's,Remote,Startup,Small (<50),2.6,2.6,2.8,2,1,10,0,9,8,159,16.45,7.3,0.29
Product Manager,Startup,PhD,Kolkata,Mid-size,Small (<50),0.2,0.2,3.2,5,0,8,0,0,4,177,18.4,9.1,0.39
Senior Software Engineer,Government/PSU,Bachelor's,Mumbai,Startup,Large (500-5000),9.6,4.4,4.1,3,1,25,2,2,9,190,35.64,13.4,0.3
Engineering Manager,Manufacturing,Bachelor's,Chennai,Government/PSU,Large (500-5000),8.8,1.4,3.5,2,2,23,4,6,2,161,39.78,8.9,0.41
Marketing Manager,Consulting,Master's,Ahmedabad,Startup,Small (<50),1.3,0.0,2.5,7,0,8,1,0,12,199,17.03,10.4,0.5
HR Manager,Government/PSU,PhD,Mumbai,Mid-size,Mid (50-500),12.2,0.6,3.7,5,0,31,4,6,3,210,22.15,9.4,0.43
Finance Analyst,Government/PSU,Diploma,Tier-2 City,Government/PSU,Mid (50-500),10.5,3.9,2.6,5,1,24,3,8,12,199,11.03,5.5,0.44
Product Manager,Government/PSU,MBA,Hyderabad,Indian Large Corp,Mid (50-500),5.3,3.3,2.5,8,0,13,1,0,1,164,25.35,5.4,0.35
QA Engineer,Education,Master's,Chennai,Mid-size,Large (500-5000),4.2,3.2,2.9,5,1,12,2,8,62,148,16.87,9.4,0.43
ML Engineer,Manufacturing,Master's,Remote,Mid-size,Enterprise (5000+),0.2,0.2,2.6,9,0,9,2,1,0,187,28.96,8.3,0.75
Marketing Manager,Manufacturing,Bachelor's,Bangalore,Indian Large Corp,Small (<50),1.5,1.5,3.8,2,0,9,0,2,14,144,16.26,12.3,0.34
Software Engineer,Finance & Banking,Diploma,Pune,Indian Large Corp,Enterprise (5000+),1.1,1.1,2.3,8,0,8,2,2,8,206,20.51,7.2,0.78
UI/UX Designer,Startup,Bachelor's,Pune,Mid-size,Mid (50-500),5.3,2.1,3.4,7,1,15,2,1,14,203,19.49,12.5,0.47
Sales Executive,E-Commerce,MBA,Hyderabad,Indian Large Corp,Mid (50-500),11.3,11.3,3.4,5,2,24,2,5,33,170,25.45,11.3,0.46
Marketing Manager,Healthcare,Bachelor's,Hyderabad,Mid-size,Enterprise (5000+),0.6,0.2,4.4,3,1,6,0,6,55,156,21.58,10.9,0.41
UI/UX Designer,E-Commerce,MBA,Delhi NCR,Government/PSU,Enterprise (5000+),15.1,10.5,2.7,11,2,31,3,2,24,172,30.28,12.7,0.44
Cloud Architect,Consulting,Master's,Pune,Government/PSU,Mid (50-500),16.0,2.1,3.9,5,1,36,5,0,7,171,32.93,12.6,0.53
Software Engineer,Startup,Diploma,Tier-2 City,MNC,Small (<50),5.9,5.7,4.7,5,1,23,1,7,11,200,18.07,13.1,0.58
Business Analyst,Government/PSU,Diploma,Kolkata,MNC,Small (<50),3.1,2.1,3.6,4,3,11,0,4,19,163,17.19,11.4,0.35
Cloud Architect,Government/PSU,PhD,Ahmedabad,MNC,Small (<50),4.2,2.3,3.7,7,1,16,3,11,0,179,27.89,12.6,0.59
Marketing Manager,Finance & Banking,High School,Mumbai,Mid-size,Small (<50),0.3,0.3,3.2,1,0,8,0,13,9,169,13.07,10.9,0.21
Cybersecurity Analyst,Healthcare,Diploma,Mumbai,Mid-size,Mid (50-500),0.7,0.7,3.2,6,0,6,1,7,42,195,22.39,8.9,0.59
Engineering Manager,E-Commerce,Bachelor's,Tier-2 City,MNC,Small (<50),4.0,2.0,3.0,5,1,13,1,2,2,192,34.86,11.1,0.35
Cloud Architect,Government/PSU,MBA,Kolkata,Mid-size,Small (<50),7.0,1.3,3.2,2,1,21,1,6,47,180,21.11,9.3,0.2
Tech Lead,Education,High School,Hyderabad,Government/PSU,Enterprise (5000+),1.7,0.2,3.7,4,1,13,0,0,68,212,20.32,10.6,0.43
Cloud Architect,Consulting,High School,Ahmedabad,Government/PSU,Mid (50-500),2.2,2.2,4.2,3,1,6,1,3,67,193,17.44,9.6,0.5
Data Scientist,Finance & Banking,Bachelor's,Bangalore,Government/PSU,Small (<50),10.3,8.8,3.6,4,2,19,2,3,23,169,20.71,8.0,0.46
Senior Software Engineer,Startup,High School,Pune,Mid-size,Mid (50-500),2.8,2.8,3.5,5,1,12,1,8,9,237,20.72,10.9,0.48
Software Engineer,E-Commerce,High School,Ahmedabad,Startup,Mid (50-500),6.7,3.7,3.8,9,0,19,1,13,2,124,23.95,12.4,0.55
ML Engineer,Education,High School,Chennai,Startup,Large (500-5000),1.9,0.5,3.9,6,0,9,0,0,9,219,19.56,11.7,0.41
ML Engineer,Education,Master's,Hyderabad,Government/PSU,Small (<50),6.3,0.4,2.7,4,0,17,2,9,35,165,15.96,4.9,0.3
Operations Manager,Education,Diploma,Hyderabad,Indian Large Corp,Enterprise (5000+),0.2,0.2,2.8,4,1,11,1,1,31,148,18.62,8.6,0.55
QA Engineer,Healthcare,Master's,Mumbai,MNC,Large (500-5000),6.5,0.5,3.9,10,1,15,1,14,1,196,32.63,10.9,0.59
HR Manager,IT / Software,High School,Ahmedabad,Mid-size,Mid (50-500),3.9,1.6,3.5,10,2,10,2,8,22,160,20.21,11.3,0.56
Engineering Manager,Government/PSU,MBA,Mumbai,Mid-size,Small (<50),3.3,1.3,3.5,5,0,15,1,2,41,164,32.06,10.3,0.43
Finance Analyst,Education,Diploma,Pune,Indian Large Corp,Mid (50-500),3.8,2.2,3.4,4,0,10,2,5,15,198,14.71,10.4,0.49
Software Engineer,Manufacturing,Master's,Kolkata,MNC,Large (500-5000),0.4,0.4,2.6,6,0,6,1,3,43,187,20.7,10.2,0.55
Business Analyst,Healthcare,MBA,Tier-2 City,MNC,Enterprise (5000+),19.1,4.2,3.7,6,1,40,4,2,76,167,37.21,13.1,0.44
Fresher / Junior Dev,E-Commerce,Bachelor's,Tier-2 City,Government/PSU,Large (500-5000),4.8,2.5,3.8,8,0,18,1,13,70,175,12.82,12.0,0.44
Marketing Manager,Consulting,High School,Tier-2 City,Mid-size,Enterprise (5000+),13.5,1.5,3.1,4,0,28,3,1,42,173,19.94,9.4,0.27
Finance Analyst,Media & Entertainment,Diploma,Remote,Mid-size,Enterprise (5000+),0.4,0.4,3.7,3,1,3,1,0,11,184,16.51,11.0,0.56
DevOps Engineer,Media & Entertainment,Diploma,Remote,Startup,Mid (50-500),6.3,0.8,3.4,5,1,14,1,1,11,144,23.97,13.6,0.37
Marketing Manager,Startup,Bachelor's,Ahmedabad,Government/PSU,Mid (50-500),1.1,1.1,3.6,9,2,15,1,8,35,124,14.39,10.3,0.62
Product Manager,Consulting,Bachelor's,Chennai,Mid-size,Small (<50),3.6,1.8,3.1,4,0,17,0,0,26,165,21.96,8.5,0.32
Finance Analyst,Finance & Banking,Diploma,Bangalore,MNC,Small (<50),2.2,1.0,3.1,4,1,9,1,8,21,168,22.09,10.3,0.41
Marketing Manager,Startup,PhD,Remote,Startup,Small (<50),3.5,2.0,3.1,6,0,13,0,9,11,165,20.33,9.0,0.38
Data Scientist,Government/PSU,Master's,Tier-2 City,Mid-size,Large (500-5000),7.1,1.0,3.4,5,2,18,2,6,19,150,21.38,11.8,0.4
Cloud Architect,Startup,Diploma,Bangalore,Mid-size,Enterprise (5000+),4.7,1.4,3.2,6,1,13,2,9,18,159,38.78,8.7,0.44
Engineering Manager,Education,MBA,Kolkata,Indian Large Corp,Enterprise (5000+),3.1,2.0,3.4,5,1,14,1,9,5,148,31.9,11.1,0.37
Engineering Manager,Healthcare,Diploma,Hyderabad,Government/PSU,Large (500-5000),0.5,0.5,3.2,6,1,7,1,3,20,185,30.14,9.1,0.62
HR Manager,IT / Software,PhD,Bangalore,Indian Large Corp,Large (500-5000),0.8,0.8,3.3,8,2,7,1,8,7,161,30.69,10.6,0.62
Cloud Architect,Startup,Diploma,Chennai,Indian Large Corp,Large (500-5000),2.2,2.2,3.3,6,0,7,2,5,8,166,28.96,11.1,0.5
Cybersecurity Analyst,Healthcare,PhD,Ahmedabad,Startup,Mid (50-500),0.4,0.4,3.5,1,0,6,0,8,0,165,22.41,5.7,0.24
Data Scientist,Consulting,Diploma,Delhi NCR,Mid-size,Large (500-5000),12.1,1.7,4.2,4,1,25,3,12,34,164,30.45,13.3,0.5
Operations Manager,Government/PSU,PhD,Bangalore,MNC,Mid (50-500),0.7,0.7,2.2,4,1,13,1,7,4,198,19.42,7.4,0.45
Data Scientist,Finance & Banking,PhD,Mumbai,Startup,Large (500-5000),0.2,0.2,2.0,7,2,7,1,1,15,161,31.75,6.7,0.4
Data Scientist,Healthcare,Master's,Hyderabad,Mid-size,Mid (50-500),1.6,1.6,2.3,5,1,12,1,1,30,171,21.45,9.5,0.48
UI/UX Designer,Manufacturing,Diploma,Remote,Indian Large Corp,Small (<50),7.1,0.2,2.9,5,2,25,2,2,35,177,18.81,11.5,0.32
DevOps Engineer,Consulting,High School,Kolkata,Government/PSU,Large (500-5000),10.5,0.8,3.5,3,0,21,3,1,41,212,19.83,12.0,0.44
Marketing Manager,Media & Entertainment,Diploma,Ahmedabad,Government/PSU,Enterprise (5000+),12.9,0.6,2.2,10,0,25,4,6,17,172,19.67,6.1,0.38
Data Analyst,Finance & Banking,Master's,Hyderabad,Mid-size,Mid (50-500),13.1,7.7,3.8,10,1,26,4,1,1,190,33.53,13.2,0.54
Cloud Architect,Media & Entertainment,PhD,Remote,MNC,Small (<50),12.6,2.3,4.0,9,1,21,3,5,7,186,34.06,13.2,0.54
Cloud Architect,Media & Entertainment,Bachelor's,Delhi NCR,Mid-size,Enterprise (5000+),8.9,8.9,3.1,6,1,16,3,0,1,199,44.55,9.8,0.44
Product Manager,Government/PSU,PhD,Hyderabad,Government/PSU,Enterprise (5000+),7.6,2.8,2.6,5,0,16,1,12,11,168,24.89,7.7,0.33
Finance Analyst,Healthcare,Diploma,Mumbai,Startup,Small (<50),1.1,0.6,3.3,6,1,10,1,0,54,186,19.0,11.8,0.62
ML Engineer,Startup,High School,Remote,Indian Large Corp,Enterprise (5000+),2.4,2.4,3.6,3,2,8,0,6,15,183,23.28,8.1,0.36
Sales Executive,Government/PSU,PhD,Tier-2 City,Mid-size,Mid (50-500),8.3,2.9,3.7,6,2,21,2,0,6,161,13.89,10.9,0.46
Fresher / Junior Dev,Consulting,Master's,Mumbai,Mid-size,Mid (50-500),2.5,2.5,3.3,1,1,11,0,9,6,187,16.61,7.7,0.15
Cybersecurity Analyst,Government/PSU,PhD,Delhi NCR,MNC,Enterprise (5000+),4.3,3.0,3.5,5,1,12,2,2,3,185,30.39,9.8,0.59
Cloud Architect,Education,High School,Kolkata,Government/PSU,Small (<50),14.2,2.9,3.9,3,4,31,4,4,30,183,19.27,11.3,0.42
ML Engineer,Media & Entertainment,PhD,Chennai,Startup,Large (500-5000),1.0,1.0,2.9,3,1,9,0,8,13,158,25.39,6.1,0.31
Tech Lead,Manufacturing,Bachelor's,Mumbai,Startup,Large (500-5000),4.0,1.2,3.6,7,0,16,1,6,10,156,42.87,11.7,0.56
Tech Lead,Healthcare,Diploma,Mumbai,MNC,Small (<50),22.6,2.0,3.4,6,0,38,7,3,18,185,58.24,11.8,0.41
DevOps Engineer,Media & Entertainment,Master's,Chennai,Mid-size,Small (<50),9.5,2.5,2.4,8,1,22,3,4,13,166,25.75,10.9,0.43
Product Manager,E-Commerce,Master's,Mumbai,Government/PSU,Small (<50),0.8,0.8,3.1,5,0,7,0,6,7,190,22.16,9.7,0.32
Cybersecurity Analyst,IT / Software,PhD,Hyderabad,Startup,Mid (50-500),3.1,3.1,3.1,5,1,12,1,2,16,168,30.54,7.6,0.47
Product Manager,Consulting,Diploma,Mumbai,Government/PSU,Large (500-5000),2.5,2.5,2.2,4,0,11,0,7,40,173,18.95,7.1,0.33
Product Manager,Startup,Diploma,Mumbai,Startup,Large (500-5000),2.6,2.6,3.7,7,1,9,0,9,1,185,31.23,8.4,0.55
Cybersecurity Analyst,Healthcare,High School,Bangalore,Startup,Mid (50-500),1.6,0.8,3.5,8,0,6,0,11,32,182,22.7,13.7,0.42
Engineering Manager,Government/PSU,MBA,Mumbai,Mid-size,Large (500-5000),1.0,0.9,2.3,6,0,6,0,8,5,183,31.82,8.0,0.33
DevOps Engineer,Manufacturing,Bachelor's,Hyderabad,MNC,Small (<50),19.9,0.1,3.0,8,2,32,5,2,6,174,38.68,8.9,0.45
QA Engineer,Manufacturing,PhD,Chennai,Startup,Enterprise (5000+),3.0,0.4,3.3,8,1,9,2,2,13,185,25.77,10.7,0.56
Fresher / Junior Dev,Finance & Banking,Bachelor's,Pune,Startup,Large (500-5000),3.5,1.9,2.8,6,1,11,0,6,1,166,15.8,6.1,0.23
Data Scientist,Healthcare,MBA,Mumbai,Startup,Mid (50-500),13.9,5.7,1.9,5,1,30,4,2,49,196,38.27,5.8,0.28
Business Analyst,Consulting,Diploma,Hyderabad,Indian Large Corp,Enterprise (5000+),3.0,3.0,3.5,7,1,10,0,0,2,197,24.5,10.1,0.4
